	label	body_text
1620	ham	Ah, well that confuses things, doesn‘t it?
1621	spam	500 free text msgs. Just text ok to 80488 and we'll credit your account
1622	ham	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
1623	ham	Dear how you. Are you ok?
1624	spam	You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS
1625	ham	Yes princess! I want to make you happy...
1626	ham	Sounds like you have many talents! would you like to go on a dinner date next week?
1627	ham	I am going to film 2day da. At 6pm. Sorry da.
1628	ham	We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
1629	ham	Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
1630	ham	Yesterday its with me only . Now am going home.
1631	spam	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
1632	ham	You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for
1633	ham	No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me
1634	spam	"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
1635	ham	Great comedy..cant stop laughing da:)
1636	spam	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
1637	ham	Alright, we're all set here, text the man
1638	ham	Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?
1639	ham	Sleeping nt feeling well
1640	ham	U WILL SWITCH YOUR FONE ON DAMMIT!!
1641	ham	India have to take lead:)
1642	ham	I.ll post her out l8r. In class
1643	ham	Thts wat Wright Brother did to fly..
1644	ham	Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!
1645	ham	If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
1646	ham	ITS A LAPTOP TAKE IT WITH YOU.
1647	ham	I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
1648	ham	I wan but too early lei... Me outside now wun b home so early... Neva mind then...
1649	spam	For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk
1650	ham	I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
1651	ham	"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
1652	ham	At 7 we will go ok na.
1653	ham	Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
1654	ham	S:-)if we have one good partnership going we will take lead:)
1655	spam	RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
1656	ham	Yeah, where's your class at?
1657	ham	No just send to you. Bec you in temple na.
1658	ham	You aren't coming home between class, right? I need to work out and shower!
1659	spam	Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
1660	ham	S but mostly not like that.
1661	ham	Ü v ma fan...
1662	ham	Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
1663	ham	Guess who spent all last night phasing in and out of the fourth dimension
1664	ham	So now my dad is gonna call after he gets out of work and ask all these crazy questions.
1665	ham	Yes..but they said its IT.,
1666	ham	"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
1667	ham	Lmao!nice 1
1668	ham	Glad to see your reply.
1669	spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
1670	spam	Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
1671	ham	Nah dub but je still buff
1672	ham	"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
1673	ham	Yeah, that's fine! It's £6 to get in, is that ok? 
1674	ham	Lol where do u come up with these ideas?
1675	ham	So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
1676	ham	"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
1677	ham	Okay... We wait ah
1678	ham	Y lei?
1679	ham	HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
1680	ham	Already am squatting is the new way of walking
1681	ham	Do you want bold 2 or bb torch
1682	ham	Cramps stopped. Going back to sleep
1683	spam	todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
1684	spam	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
1685	ham	Nan sonathaya soladha. Why boss?
1686	ham	Bring tat cd don forget
1687	spam	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
1688	ham	I don't know but I'm raping dudes at poker
1689	ham	Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
1690	ham	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
1691	ham	Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
1692	ham	Finish already... Yar they keep saying i mushy... I so embarrassed ok...
1693	ham	Sorry man, my stash ran dry last night and I can't pick up more until sunday
1694	ham	Hai priya are you right. What doctor said pa. Where are you.
1695	spam	Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.
1696	ham	Ok...
1697	ham	Please ask mummy to call father
1698	ham	Can come my room but cannot come my house cos my house still messy... Haha...
1699	ham	I have lost 10 kilos as of today!
1700	ham	Just taste fish curry :-P
1701	ham	What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
1702	ham	Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
1703	ham	Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
1704	ham	Was doing my test earlier. I appreciate you. Will call you tomorrow.
1705	ham	How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?
1706	ham	U meet other fren dun wan meet me ah... Muz b a guy rite...
1707	ham	(No promises on when though, haven't even gotten dinner yet)
1708	ham	I got your back! Do you have any dislikes in bed?
1709	ham	o turns out i had stereo love on mi phone under the unknown album.
1710	spam	Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
1711	ham	Yeah I don't see why not
1712	ham	Asking do u knw them or nt? May be ur frnds or classmates?
1713	ham	Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
1714	spam	WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
1715	ham	As in missionary hook up, doggy hook up, standing...|
1716	ham	Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
1717	ham	Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
1718	ham	Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
1719	ham	Thought praps you meant another one. Goodo! I'll look tomorrow 
1720	ham	Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.
1721	ham	There bold 2  &lt;#&gt; . Is that yours
1722	ham	You know there is. I shall speak to you in  &lt;#&gt;  minutes then
1723	ham	ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
1724	ham	I went to project centre
1725	ham	As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
1726	ham	Lol yeah at this point I guess not
1727	ham	Doing project w frens lor. 
1728	ham	Lol. Well quality aint bad at all so i aint complaining
1729	ham	K, can that happen tonight?
1730	spam	Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....
1731	ham	I think we're going to finn's now, come
1732	ham	Why tired what special there you had
1733	ham	I will come tomorrow di
1734	ham	I cant pick the phone right now. Pls send a message
1735	ham	K go and sleep well. Take rest:-).
1736	ham	U guys never invite me anywhere :(
1737	spam	UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
1738	ham	I can do that! I want to please you both inside and outside the bedroom...
1739	ham	EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
1740	ham	I love to wine and dine my lady!
1741	spam	Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
1742	ham	Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
1743	ham	I don know account details..i will ask my mom and send you.my mom is out of reach now.
1744	ham	I think u have the wrong number.
1745	ham	Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
1746	ham	DO NOT B LATE LOVE MUM
1747	ham	Got it..mail panren paru..
1748	ham	* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
1749	ham	Give one miss from that number please
1750	ham	Jus came back fr lunch wif my sis only. U leh?
1751	ham	How is your schedule next week? I am out of town this weekend.
1752	ham	Really good:)dhanush rocks once again:)
1753	ham	Lmao ok I wont be needing u to do my hair anymore.
1754	ham	Miss ya, need ya, want ya, love ya.
1755	ham	Sorry i'm not free...
1756	ham	Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
1757	ham	Nt yet chikku..simple habba..hw abt u?
1758	ham	Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
1759	ham	Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
1760	ham	Joy's father is John. Then John is the NAME of Joy's father. Mandan
1761	spam	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
1762	ham	Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
1763	spam	SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
1764	ham	K, want us to come by now?
1765	ham	How. Its a little difficult but its a simple way to enter this place
1766	ham	Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
1767	ham	Dont show yourself. How far. Put new pictures up on facebook.
1768	ham	Watching tv now. I got new job :)
1769	ham	Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!
1770	ham	I'm not coming over, do whatever you want
1771	ham	Its ok chikku, and its my 1 of favourite song..:-)
1772	ham	Did u see what I posted on your Facebook?
1773	spam	Call FREEPHONE 0800 542 0578 now!
1774	spam	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
1775	ham	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1776	spam	Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
1777	spam	BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
1778	ham	;-( oh well, c u later
1779	ham	My uncles in Atlanta. Wish you guys a great semester.
1780	ham	No dear i do have free messages without any recharge. Hi hi hi
1781	ham	Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL
1782	ham	I dun believe u. I thk u told him.
1783	ham	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
1784	ham	Yes:)sura in sun tv.:)lol.
1785	ham	Arun can u transfr me d amt
1786	ham	Takin a shower now but yeah I'll leave when I'm done
1787	ham	Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
1788	ham	U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
1789	spam	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
1790	ham	You bad girl. I can still remember them
1791	ham	How much i gave to you. Morning.
1792	ham	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
1793	ham	Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
1794	ham	Can i get your opinion on something first?
1795	ham	That one week leave i put know that time. Why.
1796	ham	If we hit it off, you can move in with me :)
1797	ham	excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
1798	ham	I wanna watch that movie
1799	ham	Ok lor thanx... Ü in school?
1800	ham	I'm in class. Did you get my text.
1801	ham	The bus leaves at  &lt;#&gt; 
1802	ham	God bless.get good sleep my dear...i will pray!
1803	spam	Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
1804	ham	Do have a nice day today. I love you so dearly.
1805	ham	Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
1806	ham	Aight, I'll ask a few of my roommates
1807	ham	Now, whats your house # again ? And do you have any beer there ?
1808	ham	Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
1809	ham	Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
1810	ham	Yes we are chatting too.
1811	ham	HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
1812	ham	Sian... Aft meeting supervisor got work 2 do liao... U working now?
1813	ham	Are you going to write ccna exam this week??
1814	ham	Well i will watch shrek in 3D!!B)
1815	ham	Am i that much dirty fellow?
1816	ham	Dunno dat's wat he told me. Ok lor...
1817	ham	I'll probably be by tomorrow (or even later tonight if something's going on)
1818	ham	I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
1819	ham	If you're thinking of lifting me one then no.
1820	ham	Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
1821	ham	Sent me ur email id soon
1822	ham	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
1823	ham	Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.
1824	ham	Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
1825	ham	May i call You later Pls
1826	spam	Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX
1827	ham	That's the way you should stay oh.
1828	ham	Hello- thanx for taking that call. I got a job! Starts on monday!
1829	ham	What time is ur flight tmr?
1830	ham	When should I come over?
1831	ham	I have a rather prominent bite mark on my right cheek
1832	ham	* Will be september by then!
1833	ham	Are you wet right now?
1834	ham	And how's your husband.
1835	spam	Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx
1836	ham	Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
1837	ham	Yeah. I got a list with only u and Joanna if I'm feeling really anti social
1838	ham	I am in your office na.
1839	ham	Are you comingdown later?
1840	ham	Super da:)good replacement for murali
1841	ham	Da is good good player.why he is unsold.
1842	ham	Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
1843	ham	Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
1844	spam	FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
1845	ham	I dont want to hear philosophy. Just say what happen
1846	ham	You got job in wipro:)you will get every thing in life in 2 or 3 years.
1847	ham	Then cant get da laptop? My matric card wif ü lei... 
1848	ham	Dunno da next show aft 6 is 850. Toa payoh got 650.
1849	spam	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate 
1850	ham	I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
1851	ham	They did't play one day last year know even though they have very good team.. Like india.
1852	ham	K.:)you are the only girl waiting in reception ah?
1853	ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
1854	ham	I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
1855	ham	Sir, i am waiting for your call.
1856	ham	What's up. Do you want me to come online?
1857	ham	It could work, we'll reach a consensus at the next meeting
1858	ham	Aiyah then i wait lor. Then u entertain me. Hee...
1859	ham	The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
1860	ham	I'll let you know when it kicks in
1861	ham	You call him now ok i said call him
1862	ham	Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
1863	ham	Or ü go buy wif him then i meet ü later can?
1864	ham	Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
1865	ham	Today my system sh get ready.all is well and i am also in the deep well
1866	ham	Mom wants to know where you at
1867	ham	Aight, I'll text you when I'm back
1868	ham	Dont know supports ass and srt i thnk. I think ps3 can play through usb too
1869	ham	Oh ok i didnt know what you meant. Yep i am baby jontin
1870	spam	You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
1871	spam	Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
1872	spam	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1873	ham	Watching tv now. I got new job :)
1874	ham	This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
1875	ham	I AM AT A PARTY WITH ALEX NICHOLS
1876	spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
1877	ham	Just seeing your missed call my dear brother. Do have a gr8 day.
1878	ham	Ok.. Ü finishing soon?
1879	ham	Sorry, I can't help you on this.
1880	ham	Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
1881	ham	I love your ass! Do you enjoy doggy style? :)
1882	ham	I think asking for a gym is the excuse for lazy people. I jog.
1883	spam	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
1884	spam	Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
1885	ham	No. On the way home. So if not for the long dry spell the season would have been over
1886	ham	I gotta collect da car at 6 lei.
1887	ham	Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
1888	ham	Probably earlier than that if the station's where I think it is
1889	spam	CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
1890	ham	Good Morning plz call me sir
1891	spam	FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
1892	ham	Uh, heads up we don't have THAT much left
1893	ham	I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
1894	ham	Aight, sounds good. When do you want me to come down?
1895	ham	Wat would u like 4 ur birthday?
1896	ham	I love working from home :)
1897	ham	And miss vday the parachute and double coins??? U must not know me very well...
1898	ham	Sorry, I'll call later
1899	ham	My sister got placed in birla soft da:-)
1900	spam	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
1901	ham	Wah... Okie okie... Muz make use of e unlimited... Haha... 
1902	ham	There're some people by mu, I'm at the table by lambda
1903	ham	And stop being an old man. You get to build snowman snow angels and snowball fights.
1904	ham	ELLO BABE U OK?
1905	ham	Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
1906	ham	Then u going ikea str aft dat?
1907	ham	Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
1908	ham	Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
1909	ham	For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
1910	ham	You want to go? 
1911	spam	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
1912	ham	Its not that time of the month nor mid of the time?
1913	ham	Fffff. Can you text kadeem or are you too far gone
1914	ham	We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
1915	ham	Is fujitsu s series lifebook good?
1916	ham	Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
1917	ham	Dont know you bring some food
1918	ham	No current and food here. I am alone also
1919	ham	I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
1920	ham	Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1921	ham	Ok
1922	ham	We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
1923	ham	Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!
1924	ham	Omg it could snow here tonite!
1925	spam	Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
1926	spam	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
1927	ham	Carry on not disturbing both of you
1928	ham	What pa tell me.. I went to bath:-)
1929	ham	Jus finished avatar nigro
1930	ham	R u over scratching it?
1931	ham	Hope you are having a great day.
1932	ham	Did either of you have any idea's? Do you know of anyplaces doing something?
1933	ham	"My planning usually stops at ""find hella weed, smoke hella weed"""
1934	ham	"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
1935	ham	Excellent! Are you ready to moan and scream in ecstasy?
1936	spam	More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
1937	ham	Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
1938	spam	WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
1939	ham	K...k:)why cant you come here and search job:)
1940	ham	I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
1941	ham	Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu
1942	ham	Can ü call me at 10:10 to make sure dat i've woken up...
1943	ham	Hey we can go jazz power yoga hip hop kb and yogasana 
1944	ham	The battery is for mr adewale my uncle. Aka Egbon
1945	ham	I cant pick the phone right now. Pls send a message
1946	ham	Wait 2 min..stand at bus stop
1947	ham	Oh ic. I thought you meant mary jane.
1948	ham	Haha... Really oh no... How? Then will they deduct your lesson tmr?
1949	ham	Nah im goin 2 the wrks with j wot bout u?
1950	ham	Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
1951	ham	Good night. Am going to sleep.
1952	ham	Aight I'll grab something to eat too, text me when you're back at mu
1953	ham	K...k:)why cant you come here and search job:)
1954	ham	Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
1955	ham	Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite
1956	ham	Howz that persons story
1957	spam	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
1958	ham	LOL that would be awesome payback.
1959	spam	it to 80488. Your 500 free text messages are valid until 31 December 2005.
1960	ham	Yes :)it completely in out of form:)clark also utter waste.
1961	ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
1962	ham	Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
1963	ham	What's a feathery bowa? Is that something guys have that I don't know about?
1964	ham	Even i cant close my eyes you are in me our vava playing umma :-D
1965	ham	2 laptop... I noe infra but too slow lar... I wan fast one
1966	spam	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
1967	ham	Nvm it's ok...
1968	ham	Enjoy ur life. . Good night
1969	ham	Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
1970	ham	I had askd u a question some hours before. Its answer
1971	ham	Thats cool. Where should i cum? On you or in you? :)
1972	ham	Delhi and chennai still silent.
1973	ham	Lol alright i was thinkin that too haha
1974	spam	Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
1975	ham	No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
