body_text,body_len,punct%
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,146,11.0
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,67,7.5
Mm that time you dont like fun,24,0.0
Going to take your babe out ?,23,4.3
I love your ass! Do you enjoy doggy style? :),36,11.1
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",132,2.3
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,129,1.6
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,131,3.1
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,72,12.5
S s..first time..dhoni rocks...,28,25.0
Pls dont forget to study,20,0.0
Ok try to do week end course in coimbatore.,35,2.9000000000000004
Shopping? Eh ger i toking abt syd leh...Haha,37,10.8
Might ax well im there.,19,5.3
I called but no one pick up e phone. I ask both of them already they said ok.,60,3.3000000000000003
Thanks. Fills me with complete calm and reassurance! ,45,4.3999999999999995
Where you. What happen,19,5.3
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",144,9.700000000000001
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,95,2.1
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,134,3.0
And he's apparently bffs with carly quick now,38,2.6
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,118,5.8999999999999995
7 lor... Change 2 suntec... Wat time u coming?,38,18.4
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,101,3.0
Ok...,5,60.0
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,125,5.6000000000000005
K...k...yesterday i was in cbe .,27,25.900000000000002
Ugh my leg hurts. Musta overdid it on mon.,34,5.8999999999999995
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,115,1.7000000000000002
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,133,2.3
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,109,2.8000000000000003
"&lt;#&gt; , that's all? Guess that's easy enough",41,22.0
"It,,s a taxt massage....tie-pos argh ok! Lool!",40,22.5
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,82,0.0
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",117,12.8
Just wait till end of march when el nino gets himself. Oh.,47,4.3
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,39,0.0
K.k:)when are you going?,21,19.0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,151,23.799999999999997
Tell them u have a headache and just want to use 1 hour of sick time.,54,1.9
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,72,5.6000000000000005
I.ll post her out l8r. In class,25,8.0
Ya it came a while ago,17,0.0
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",132,8.3
Me n him so funny...,16,18.8
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,70,2.9000000000000004
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,65,9.2
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,130,3.8
I havent add ü yet right.. ,21,9.5
"I'll get there at 3, unless you guys want me to come some time sooner",55,3.5999999999999996
"By the way, 'rencontre' is to meet again. Mountains dont....",51,15.7
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",98,2.0
Good words.... But words may leave u in dismay many times.,48,10.4
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,120,4.2
Dad went out oredi... ,18,16.7
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",132,18.2
"Hurry up, I've been weed-deficient for like three days",46,6.5
Thought we could go out for dinner. I'll treat you! Seem ok?,49,8.200000000000001
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,98,4.1000000000000005
Don no da:)whats you plan?,22,13.600000000000001
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",120,2.5
I've told you everything will stop. Just dont let her get dehydrated.,58,5.2
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,98,6.1
Ofcourse I also upload some songs,28,0.0
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,83,2.4
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,134,4.5
Lol for real. She told my dad I have cancer,34,2.9000000000000004
Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,99,3.0
I am in tirupur.  call you da.,23,8.7
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",79,5.1
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",105,6.7
Gettin rdy to ship comp,19,0.0
Ok i'm coming home now.,19,10.5
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",100,9.0
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",57,12.3
Oh Howda gud gud.. Mathe en samachara chikku:-),40,12.5
Money i have won wining number 946 wot do i do next,40,0.0
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,74,2.7
Auntie huai juan never pick up her phone,33,0.0
Pls call me da. What happen.,23,8.7
"K, wait chikku..il send aftr  &lt;#&gt; mins",37,21.6
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",226,4.0
Stupid.its not possible,21,4.8
Yes princess! I want to catch you with my big strong hands...,50,8.0
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",192,3.5999999999999996
Wah... Okie okie... Muz make use of e unlimited... Haha... ,49,24.5
I am not sure about night menu. . . I know only about noon menu,49,6.1
"Yes, i'm small kid.. And boost is the secret of my energy..",48,12.5
Still in the area of the restaurant. Ill try to come back soon,50,2.0
I gotta collect da car at 6 lei.,25,4.0
Thts wat Wright Brother did to fly..,30,6.7
Ok i shall talk to him,17,0.0
Tell me something. Thats okay.,26,7.7
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,50,6.0
S.this will increase the chance of winning.,37,5.4
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,120,6.7
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",69,7.199999999999999
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",88,3.4000000000000004
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,62,0.0
TaKe CaRE n gET WeLL sOOn,20,0.0
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,129,4.7
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",65,4.6
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",94,26.6
Gd luck 4 ur exams :-),17,17.599999999999998
There are no other charges after transfer charges and you can withdraw anyhow you like,72,0.0
"When you just put in the + sign, choose my number and the pin will show. Right?",63,6.3
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,111,5.4
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),68,2.9000000000000004
Aight ill get on fb in a couple minutes,31,0.0
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",135,6.7
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",123,16.3
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",106,3.8
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",131,6.1
"Ya ok, then had dinner?",19,10.5
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,104,4.8
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,60,3.3000000000000003
"Yup. Anything lor, if u dun wan it's ok...",34,17.599999999999998
May i call You later Pls,19,0.0
"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",112,5.4
"Aight no rush, I'll ask jay",22,9.1
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,115,3.5000000000000004
When're you guys getting back? G said you were thinking about not staying for mcr,67,3.0
"Alright if you're sure, let me know when you're leaving",46,6.5
I just really need shit before tomorrow and I know you won't be awake before like 6,67,1.5
At 7 we will go ok na.,16,6.2
Company is very good.environment is terrific and food is really nice:),60,5.0
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,75,1.3
Yup ok...,8,37.5
Don know:)this week i'm going to tirunelvai da.,40,10.0
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,135,5.2
"yeah, that's what I was thinking",27,7.3999999999999995
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,136,4.3999999999999995
Ok. There may be a free gym about.,27,7.3999999999999995
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",232,3.9
Yeah no probs - last night is obviously catching up with you... Speak soon ,61,6.6000000000000005
Its going good...no problem..but still need little experience to understand american customer voice...,90,8.9
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,91,14.299999999999999
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,124,1.6
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,91,2.1999999999999997
Then any special there?,20,5.0
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,55,7.3
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,102,3.9
So gd got free ice cream... I oso wan...,32,18.8
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,145,4.1000000000000005
It should take about  &lt;#&gt;  min,29,17.2
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,61,3.3000000000000003
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,87,2.3
Do you always celebrate NY's with your family ?,39,5.1
K...k:)why cant you come here and search job:),39,17.9
There the size of elephant tablets & u shove um up ur ass!!,47,6.4
Now get step 2 outta the way. Congrats again.,37,5.4
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",130,9.2
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",136,5.1
I think that tantrum's finished so yeah I'll be by at some point,52,3.8
Send to someone else :-),20,15.0
Actually i'm waiting for 2 weeks when they start putting ad.,50,4.0
I have no idea where you are,22,0.0
No let me do the math. Your not good at it.,33,6.1
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,90,4.3999999999999995
"Sorry da thangam, very very sorry i am held up with prasad.",48,4.2
Everybody had fun this evening. Miss you.,35,5.7
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",179,2.1999999999999997
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,740,3.0
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,148,5.4
Mode men or have you left.,21,4.8
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",292,7.9
Lol enjoy role playing much?,24,4.2
I want snow. It's just freezing and windy.,35,8.6
"aight we can pick some up, you open before tonight?",42,4.8
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,75,2.7
Oh ho. Is this the first time u use these type of words,43,2.3
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,125,4.8
Yes. I come to nyc for audiitions and am trying to relocate.,49,4.1000000000000005
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,90,7.8
Lemme know when you're here,23,4.3
"Aight, see you in a bit",18,5.6000000000000005
R u over scratching it?,19,5.3
"Sure, I'll see if I can come by in a bit",30,6.7
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,198,8.6
"I've got ten bucks, jay is being noncomittal",37,5.4
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",109,8.3
"Sorry, I'll call later",19,10.5
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,86,4.7
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,74,2.7
Pls come quick cant bare this.,25,4.0
My uncles in Atlanta. Wish you guys a great semester.,44,4.5
Am in gobi arts college,19,0.0
"Sorry, I'll call later",19,10.5
I'm in class. Will holla later,25,8.0
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,126,4.0
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,128,3.1
Wait . I will msg after  &lt;#&gt;  min.,31,22.6
"Not really dude, have no friends i'm afraid :(",38,10.5
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,72,9.700000000000001
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",68,2.9000000000000004
Like a personal sized or what,24,0.0
I'm done. C ü there.,16,18.8
No. She's currently in scotland for that.,35,8.6
Today am going to college so am not able to atten the class.,48,2.1
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,124,2.4
How come i din c ü... Yup i cut my hair...,32,18.8
Sorry i'm not free...,18,22.2
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",74,10.8
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",126,2.4
thanks for the temales it was wonderful. Thank. Have a great week.,55,5.5
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,82,6.1
WOT U UP 2 J?,9,11.1
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",70,10.0
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,132,3.8
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",75,8.0
Omg it could snow here tonite!,25,4.0
K:)k:)what are detail you want to transfer?acc no enough?,49,12.2
 &lt;#&gt;  mins but i had to stop somewhere first.,41,14.6
R u saying i should re order the slippers cos i had to pay for returning it.,60,1.7000000000000002
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",269,2.1999999999999997
Cheers for the card ... Is it that time of year already?,45,8.9
Well i know Z will take care of me. So no worries.,39,5.1
Oh god. I'm gonna Google nearby cliffs now.,36,8.3
What * u wearing?,14,14.299999999999999
Please tell me you have some of that special stock you were talking about,60,0.0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,119,3.4000000000000004
I have a rather prominent bite mark on my right cheek,43,0.0
Ard 515 like dat. Y?,16,12.5
They will pick up and drop in car.so no problem..,40,7.5
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,103,5.800000000000001
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,120,6.7
S:-)if we have one good partnership going we will take lead:),51,9.8
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,128,4.7
Ok set let u noe e details later...,28,10.7
Ya had just now.onion roast.,24,8.3
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,122,2.5
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,127,2.4
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",133,6.0
Am surfing online store. For offers do you want to buy any thing.,53,3.8
Ok i am on the way to railway,22,0.0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,130,3.8
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,116,1.7000000000000002
I asked sen to come chennai and search for job.,38,2.6
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,67,11.899999999999999
Ok..,4,50.0
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,61,4.9
They don't put that stuff on the roads to keep it from getting slippery over there?,68,2.9000000000000004
Tired. I haven't slept well the past few nights.,40,7.5
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",93,12.9
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,61,3.3000000000000003
"Sorry,in meeting I'll call later",28,7.1
I will be outside office take all from there,36,0.0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",117,15.4
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",119,11.799999999999999
"As usual..iam fine, happy &amp; doing well..:)",40,22.5
If u sending her home first it's ok lor. I'm not ready yet.,47,8.5
Wanna do some art?! :D,18,16.7
Ok. Me watching tv too.,19,10.5
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,90,7.8
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,86,2.3
Carlos'll be here in a minute if you still need to buy,43,2.3
What about this one then.,21,4.8
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,134,2.1999999999999997
Well she's in for a big surprise!,27,7.3999999999999995
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,75,8.0
We got a divorce. Lol. She.s here,27,11.1
happened here while you were adventuring,35,0.0
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",128,2.3
"What i mean was i left too early to check, cos i'm working a 9-6.",51,7.8
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,85,2.4
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,99,2.0
Lol I would but despite these cramps I like being a girl.,46,2.1999999999999997
I dont know ask to my brother. Nothing problem some thing that. Just i told .,62,4.8
"I can't right this second, gotta hit people up first",43,4.7
I sent lanre fakeye's Eckankar details to the mail box,45,2.1999999999999997
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,136,7.3999999999999995
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,122,0.8
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,97,3.1
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",63,7.9
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",130,6.2
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",68,8.799999999999999
Ok thanx...,10,30.0
;-) ok. I feel like john lennon.,26,19.2
I'm at work. Please call,20,10.0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",129,7.8
They did't play one day last year know even though they have very good team.. Like india.,73,5.5
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",134,9.0
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,82,4.9
What's your room number again? Wanna make sure I'm knocking on the right door,64,4.7
I cant pick the phone right now. Pls send a message,41,2.4
Ok lor.,6,16.7
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,94,3.2
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,45,8.9
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",131,7.6
"life alle mone,eppolum oru pole allalo",33,3.0
No message..no responce..what happend?,35,14.299999999999999
Call me when you get the chance plz &lt;3,33,6.1
Oh oh... Wasted... Den muz chiong on sat n sun liao...,44,20.5
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",93,3.2
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,136,6.6000000000000005
Dont think so. It turns off like randomlly within 5min of opening,54,1.9
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",104,2.9000000000000004
Change windows logoff sound..,26,7.7
I wonder if you'll get this text?,27,7.3999999999999995
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,133,6.0
Tell them the drug dealer's getting impatient,39,2.6
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",115,12.2
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",138,4.3
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,126,0.8
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,66,6.1
Dear are you angry i was busy dear,27,0.0
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,130,1.5
"Yeah sure, give me a couple minutes to track down my wallet",48,2.1
Thank you. do you generally date the brothas?,38,5.3
But really quite funny lor wat... Then u shd haf run shorter distance wat...,63,9.5
Okie...,7,42.9
Did u download the fring app?,24,4.2
K I'll take care of it,17,5.8999999999999995
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,117,7.7
I am not sure about night menu. . . I know only about noon menu,49,6.1
Great! How is the office today?,26,7.7
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,36,13.900000000000002
"Pity, * was in mood for that. So...any other suggestions?",48,14.6
"accordingly. I repeat, just text the word ok on your mobile phone and send",61,3.3000000000000003
Still i have not checked it da. . .,27,11.1
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,73,6.800000000000001
Yes:)here tv is always available in work place..,41,9.8
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,131,2.3
I just cooked a rather nice salmon a la you,34,0.0
Thats cool princess! I will cover your face in hot sticky cum :),52,5.800000000000001
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,56,7.1
"Yeah, probably earlier than that",28,3.5999999999999996
… and don‘t worry we‘ll have finished by march … ish!,43,2.3
Ü dun wan to watch infernal affair?,29,3.4000000000000004
Ya very nice. . .be ready on thursday,30,10.0
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,117,1.7000000000000002
Happy new year to u too!,19,5.3
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",83,3.5999999999999996
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,121,3.3000000000000003
Still work going on:)it is very small house.,37,8.1
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),71,9.9
Lmao. Take a pic and send it to me.,27,7.3999999999999995
"Dear relieved of westonzoyland, all going to plan this end too!",53,3.8
